Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"15/4/2026, 9:48:04 am",second year,cse,male,rarely (1-2 times a week),7-8 hours,sometimes (3-4 times a week),good,always,often,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),never,low stress,average
"15/4/2026, 9:48:09 am",second year,eee,male,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),average,always,rarely,sometimes (1-2 times a week),moderate impact,every night,never,never,high stress,poor
"15/4/2026, 9:48:09 am",second year,cse,female,every night,5-6 hours,often (5-6 times a week),good,often,always,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),every day,low stress,poor
"15/4/2026, 9:48:11 am",first year,cse,female,rarely (1-2 times a week),7-8 hours,often (5-6 times a week),very good,always,rarely,sometimes (1-2 times a week),minor impact,rarely (1-2 times a week),every day,rarely (1-2 times a week),low stress,excellent
"15/4/2026, 9:48:14 am",second year,eee,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),good,always,often,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:48:17 am",second year,ece,female,never,5-6 hours,often (5-6 times a week),poor,rarely,often,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),never,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:48:20 am",second year,ece,male,rarely (1-2 times a week),less than 4 hours,rarely (1-2 times a week),average,sometimes,often,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),never,high stress,below average
"15/4/2026, 9:48:21 am",second year,ece,male,often (5-6 times a week),6-7 hours,sometimes (3-4 times a week),good,often,often,often (3-4 times a week),minor impact,rarely (1-2 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),low stress,good
"15/4/2026, 9:48:21 am",second year,cse,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,sometimes,often,always,moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
"15/4/2026, 9:48:24 am",second year,cse,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),very good,always,rarely,often (3-4 times a week),minor impact,every night,never,rarely (1-2 times a week),high stress,good
"15/4/2026, 9:48:27 am",second year,eee,male,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),poor,often,always,often (3-4 times a week),minor impact,never,never,rarely (1-2 times a week),low stress,good
"15/4/2026, 9:48:28 am",second year,cse,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),good,often,sometimes,sometimes (1-2 times a week),moderate impact,every night,every day,every day,high stress,excellent
"15/4/2026, 9:48:34 am",second year,cse,female,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),minor impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,excellent
"15/4/2026, 9:48:36 am",second year,ece,male,rarely (1-2 times a week),7-8 hours,often (5-6 times a week),good,sometimes,never,sometimes (1-2 times a week),minor impact,every night,sometimes (3-4 times a week),often (5-6 times a week),low stress,average
"15/4/2026, 9:48:44 am",second year,eee,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,sometimes,often,often (3-4 times a week),moderate impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:48:50 am",first year,cse,male,often (5-6 times a week),4-5 hours,often (5-6 times a week),average,often,often,rarely (1-2 times a month),major impact,every night,never,rarely (1-2 times a week),low stress,average
"15/4/2026, 9:48:50 am",second year,cse,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),good,sometimes,never,often (3-4 times a week),major impact,every night,never,rarely (1-2 times a week),high stress,good
"15/4/2026, 9:49:13 am",second year,cse,male,sometimes (3-4 times a week),7-8 hours,sometimes (3-4 times a week),good,rarely,rarely,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),never,sometimes (3-4 times a week),low stress,poor
"15/4/2026, 9:49:22 am",fourth year,mechanical,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,always,always,sometimes (1-2 times a week),moderate impact,every night,every day,often (5-6 times a week),extremely high stress,average
"15/4/2026, 9:49:24 am",second year,cse,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,always,sometimes,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),no stress,excellent
"15/4/2026, 9:49:34 am",fourth year,cse,male,often (5-6 times a week),4-5 hours,often (5-6 times a week),average,rarely,rarely,never,minor impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,average
"15/4/2026, 9:49:35 am",second year,cse,male,rarely (1-2 times a week),7-8 hours,often (5-6 times a week),average,sometimes,rarely,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:49:38 am",second year,mechanical,male,every night,7-8 hours,often (5-6 times a week),poor,often,never,rarely (1-2 times a month),moderate impact,every night,never,rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:49:39 am",second year,ece,female,often (5-6 times a week),6-7 hours,every night,very poor,never,often,rarely (1-2 times a month),moderate impact,every night,never,never,low stress,average
"15/4/2026, 9:49:44 am",second year,ece,male,rarely (1-2 times a week),7-8 hours,rarely (1-2 times a week),average,often,often,often (3-4 times a week),major impact,every night,every day,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:49:46 am",second year,cse,male,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),average,sometimes,always,sometimes (1-2 times a week),severe impact,often (5-6 times a week),never,rarely (1-2 times a week),extremely high stress,good
"15/4/2026, 9:49:52 am",second year,cse,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),good,sometimes,rarely,never,moderate impact,never,sometimes (3-4 times a week),every day,extremely high stress,good
"15/4/2026, 9:49:55 am",first year,cse,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,sometimes,always,never,moderate impact,every night,never,rarely (1-2 times a week),high stress,good
"15/4/2026, 9:49:57 am",second year,ece,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,sometimes,sometimes,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),never,extremely high stress,average
"15/4/2026, 9:49:58 am",second year,ece,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),good,sometimes,sometimes,always,moderate impact,often (5-6 times a week),never,sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:50:13 am",second year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),good,always,always,rarely (1-2 times a month),major impact,never,never,rarely (1-2 times a week),high stress,good
"15/4/2026, 9:50:15 am",second year,cse,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),very poor,often,rarely,rarely (1-2 times a month),minor impact,often (5-6 times a week),never,never,high stress,excellent
"15/4/2026, 9:50:39 am",second year,cse,male,rarely (1-2 times a week),less than 4 hours,often (5-6 times a week),average,sometimes,often,rarely (1-2 times a month),minor impact,never,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:50:40 am",second year,ece,male,often (5-6 times a week),5-6 hours,rarely (1-2 times a week),poor,often,rarely,never,severe impact,every night,rarely (1-2 times a week),often (5-6 times a week),low stress,excellent
"15/4/2026, 9:50:41 am",first year,cse,female,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,rarely,often,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,average
"15/4/2026, 9:50:47 am",second year,cse,male,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),good,sometimes,never,rarely (1-2 times a month),minor impact,every night,never,sometimes (3-4 times a week),no stress,average
"15/4/2026, 9:50:50 am",second year,eee,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),poor,sometimes,sometimes,rarely (1-2 times a month),moderate impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:50:53 am",second year,cse,female,every night,5-6 hours,often (5-6 times a week),average,never,rarely,never,minor impact,every night,never,every day,low stress,average
"15/4/2026, 9:51:28 am",first year,cse,male,every night,6-7 hours,often (5-6 times a week),average,sometimes,always,sometimes (1-2 times a week),minor impact,every night,every day,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:51:44 am",first year,ece,male,often (5-6 times a week),5-6 hours,every night,good,never,rarely,rarely (1-2 times a month),severe impact,every night,every day,sometimes (3-4 times a week),no stress,good
"15/4/2026, 9:51:49 am",third year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,often,sometimes,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),no stress,average
"15/4/2026, 9:51:50 am",third year,cse,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,sometimes,often,rarely (1-2 times a month),minor impact,every night,every day,often (5-6 times a week),low stress,good
"15/4/2026, 9:51:51 am",first year,ece,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),poor,rarely,rarely,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),often (5-6 times a week),high stress,below average
"15/4/2026, 9:51:53 am",third year,mechanical,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),very good,sometimes,rarely,rarely (1-2 times a month),minor impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,good
"15/4/2026, 9:52:19 am",third year,eee,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,often,sometimes,never,moderate impact,often (5-6 times a week),never,never,extremely high stress,average
"15/4/2026, 9:52:21 am",third year,mechanical,male,rarely (1-2 times a week),4-5 hours,rarely (1-2 times a week),average,rarely,often,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),every day,sometimes (3-4 times a week),high stress,excellent
"15/4/2026, 9:52:33 am",third year,civil,female,rarely (1-2 times a week),4-5 hours,often (5-6 times a week),very good,often,rarely,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:52:43 am",third year,cse,male,every night,less than 4 hours,often (5-6 times a week),good,often,always,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),never,often (5-6 times a week),high stress,good
"15/4/2026, 9:52:47 am",second year,cse,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),good,never,sometimes,rarely (1-2 times a month),moderate impact,often (5-6 times a week),every day,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:53:05 am",first year,cse,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),major impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),no stress,average
"15/4/2026, 9:53:19 am",third year,ece,male,sometimes (3-4 times a week),less than 4 hours,rarely (1-2 times a week),good,rarely,sometimes,often (3-4 times a week),moderate impact,every night,every day,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:53:19 am",third year,ece,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,sometimes,rarely,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,below average
"15/4/2026, 9:53:36 am",third year,cse,male,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),poor,often,always,rarely (1-2 times a month),moderate impact,often (5-6 times a week),every day,never,low stress,average
"15/4/2026, 9:53:51 am",third year,other,male,sometimes (3-4 times a week),more than 8 hours,every night,average,always,sometimes,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,excellent
"15/4/2026, 9:53:51 am",first year,cse,female,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),good,sometimes,rarely,sometimes (1-2 times a week),minor impact,never,often (5-6 times a week),sometimes (3-4 times a week),low stress,average
"15/4/2026, 9:53:56 am",third year,ece,female,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),very good,often,rarely,never,severe impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),high stress,excellent
"15/4/2026, 9:54:08 am",second year,eee,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,often,never,rarely (1-2 times a month),major impact,every night,never,sometimes (3-4 times a week),low stress,average
"15/4/2026, 9:54:14 am",third year,cse,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,often,always,rarely (1-2 times a month),minor impact,every night,every day,sometimes (3-4 times a week),extremely high stress,average
"15/4/2026, 9:54:31 am",third year,cse,male,every night,less than 4 hours,often (5-6 times a week),average,sometimes,often,always,moderate impact,often (5-6 times a week),never,never,high stress,average
"15/4/2026, 9:54:43 am",third year,ece,male,rarely (1-2 times a week),6-7 hours,every night,very good,sometimes,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),rarely (1-2 times a week),often (5-6 times a week),extremely high stress,good
"15/4/2026, 9:54:47 am",third year,cse,male,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),average,sometimes,rarely,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),never,rarely (1-2 times a week),high stress,excellent
"15/4/2026, 9:54:50 am",third year,cse,female,rarely (1-2 times a week),6-7 hours,rarely (1-2 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),minor impact,rarely (1-2 times a week),never,never,low stress,average
"15/4/2026, 9:55:00 am",third year,cse,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,often (3-4 times a week),moderate impact,every night,never,every day,no stress,below average
"15/4/2026, 9:55:04 am",third year,cse,female,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),good,always,often,sometimes (1-2 times a week),major impact,every night,never,rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:55:04 am",second year,civil,male,every night,5-6 hours,often (5-6 times a week),average,often,rarely,never,minor impact,every night,sometimes (3-4 times a week),every day,no stress,average
"15/4/2026, 9:55:13 am",third year,civil,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,sometimes,often,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,below average
"15/4/2026, 9:55:14 am",third year,cse,male,every night,7-8 hours,often (5-6 times a week),very good,rarely,always,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),never,sometimes (3-4 times a week),low stress,average
"15/4/2026, 9:55:17 am",first year,cse,male,every night,6-7 hours,often (5-6 times a week),average,often,often,sometimes (1-2 times a week),moderate impact,every night,never,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:55:18 am",fourth year,eee,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),poor,always,always,rarely (1-2 times a month),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),every day,extremely high stress,below average
