Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/27/2024 11:33:06,third year,female,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),severe impact,every night,every day,sometimes (3-4 times a week),high stress,below average
10/27/2024 11:33:24,graduate student,male,often (5-6 times a week),7-8 hours,every night,very poor,often,often,always,severe impact,every night,often (5-6 times a week),every day,extremely high stress,poor
10/27/2024 11:33:41,graduate student,male,every night,7-8 hours,every night,very poor,always,always,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),high stress,poor
10/27/2024 11:33:59,third year,male,every night,more than 8 hours,every night,very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
10/27/2024 11:34:21,third year,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/27/2024 11:34:43,first year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,sometimes,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 11:35:06,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),often (5-6 times a week),extremely high stress,poor
10/27/2024 11:35:27,graduate student,male,often (5-6 times a week),6-7 hours,sometimes (3-4 times a week),very poor,often,often,always,major impact,sometimes (3-4 times a week),often (5-6 times a week),every day,extremely high stress,average
10/28/2024 16:39:52,first year,female,every night,less than 4 hours,every night,very poor,often,sometimes,often (3-4 times a week),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),high stress,poor
10/28/2024 21:16:02,third year,male,often (5-6 times a week),7-8 hours,every night,poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/28/2024 21:16:34,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/28/2024 21:16:57,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,below average
10/28/2024 21:17:17,third year,male,every night,7-8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/28/2024 21:17:25,third year,male,often (5-6 times a week),more than 8 hours,every night,poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/28/2024 21:17:38,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,poor
10/28/2024 23:21:56,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/28/2024 23:22:42,third year,male,every night,7-8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/30/2024 22:05:30,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),every day,high stress,poor
10/30/2024 22:05:48,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:06:20,third year,male,often (5-6 times a week),7-8 hours,every night,poor,often,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:06:39,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,sometimes,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:07:02,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,sometimes,always,always,severe impact,sometimes (3-4 times a week),every day,every day,high stress,below average
10/30/2024 22:07:22,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,often,always,major impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,below average
10/30/2024 22:08:27,third year,female,often (5-6 times a week),7-8 hours,every night,poor,often,often,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,below average
10/30/2024 22:11:39,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,often,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/30/2024 22:12:05,graduate student,male,every night,more than 8 hours,sometimes (3-4 times a week),poor,always,often,always,severe impact,every night,often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:13:53,graduate student,male,often (5-6 times a week),7-8 hours,every night,poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:14:10,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,always,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/30/2024 22:14:29,third year,female,never,6-7 hours,never,good,often,sometimes,never,moderate impact,every night,never,often (5-6 times a week),high stress,excellent
10/30/2024 22:15:07,third year,female,every night,more than 8 hours,every night,very poor,often,rarely,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),high stress,average
10/30/2024 22:15:10,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,poor
10/30/2024 22:15:32,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:16:06,second year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/30/2024 22:16:29,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,high stress,below average
10/30/2024 22:17:31,third year,male,often (5-6 times a week),more than 8 hours,every night,poor,often,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
10/30/2024 22:17:50,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,sometimes,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:18:15,third year,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,often (3-4 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,good
10/30/2024 22:18:35,second year,female,every night,7-8 hours,every night,very good,often,always,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),high stress,poor
10/30/2024 22:18:54,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,always,always,always,severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/30/2024 22:19:09,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,always,major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
10/30/2024 22:19:37,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
10/30/2024 22:19:57,third year,male,often (5-6 times a week),7-8 hours,every night,poor,often,always,always,major impact,often (5-6 times a week),every day,every day,extremely high stress,below average
10/30/2024 22:20:11,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,good
10/30/2024 22:20:15,graduate student,male,every night,7-8 hours,every night,good,often,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
10/30/2024 22:21:05,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
10/30/2024 22:21:13,third year,female,rarely (1-2 times a week),4-5 hours,rarely (1-2 times a week),very poor,rarely,rarely,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),sometimes (3-4 times a week),often (5-6 times a week),low stress,good
10/30/2024 22:21:30,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
